id,car_brand,car_model,car_trim,Price_EGP,body_type,powertrain_type,Insurance_Price_EGP,Register_Price_EGP,Engine_CC,Engine_Turbo,Horsepower_HP,Max_Speed_kmh,Acceleration_0_100_sec,Number_transmission_Speeds,Transmission_Type,Fuel_Type,Number_of_Cylinders,Fuel_Tank_L,Torque_Newton_Meter,Length_mm,Width_mm,Height_mm,Ground_Clearance_mm,Wheelbase_mm,Trunk_Size_L,Origin_Country,Assembly_Country,Year,Number_of_Seats,Traction_Type,ABS,EBD,Driver_Airbag,Passenger_Airbag,Rear_Sensors,Air_Conditioning,Power_Steering,Electric_Mirrors,Remote_Keyless,Central_Locking,Cruise_Control,Sunroof,Tinted_Glass,Front_Power_Windows,Back_Power_Windows,Bluetooth,USB_Port,AUX,Alloy_Wheels,Fog_Light,Multifunction,Warranty_km,Warranty_years,Minimum_Installment,Minimum_Deposit,Fuel_Consumption_l_100_km,Side_Airbag,Power_Seats,CD_Player,Closing_Mirrors,Leather_Seats,EPS,Rear_Camera,GPS,Front_Sensors,Intelligent_Parking_System,Rear_Spoiler,Electric_Chairs,Start_Engine,ESP,Steptronic,Panoramic_Sunroof,Touch_Activated_Door_Lock,Heated_Seats,Cool_Box,Rear_Seat_Entertainment,Daytime_Running_Lights,Start_Stop_System,Tyre_Pressure_Sensor,Xenon_Headlights,Front_Camera,Immobilizer_Key,Roof_Rack,Anti_Theft_System,Alarm,Multimedia_Touch_Screen,Off_Road_Tyres,Battery_Capacity_kWh,Battery_Range_km
510,renault,megane,Renault Megane 2026 A/T / Signature,1190000.0,sedan,Internal_Combustion_Engine,29750,11900,1600,False,115,180,11.8,,automatic_cvt,92,4,50,156,4632,1814,1443,136,2711,503,france,turkey,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,33295,178500,6.6,,,,,,True,,,True,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
511,renault,megane,Renault Megane 2025 A/T / Dynamic,1250000.0,sedan,Internal_Combustion_Engine,31250,12500,1600,False,115,180,11.8,,automatic_cvt,92,4,50,156,4632,1814,1443,136,2711,503,france,turkey,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,34974,187500,6.6,,,,,,True,,,True,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
512,renault,megane,Renault Megane 2026 A/T / Signature Turbo,1290000.0,sedan,Internal_Combustion_Engine,32250,12900,1300,True,150,180,9.5,7,automatic_dsg,95,4,50,240,4632,1814,1443,136,2711,503,france,turkey,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,36093,193500,6.6,True,,,True,True,True,True,True,True,,,,True,True,,True,,,,,,,,,,,,True,True,True,,,
513,renault,megane,Renault Megane 2025 A/T / Signature,1350000.0,sedan,Internal_Combustion_Engine,33750,13500,1600,False,115,180,11.8,,automatic_cvt,92,4,50,156,4632,1814,1443,136,2711,503,france,turkey,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,37772,202500,6.6,,,,,,True,,,True,,,,True,True,,,,,,,,,,,,,,True,True,True,,,
514,renault,megane,Renault Megane 2025 A/T / Signature Turbo,1450000.0,sedan,Internal_Combustion_Engine,36250,14500,1300,True,150,180,9.5,7,automatic_dsg,95,4,50,240,4632,1814,1443,136,2711,503,france,turkey,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,3.0,40570,217500,6.6,True,,,True,True,True,True,True,True,,,,True,True,,True,,,,,,,,,,,,True,True,True,,,
515,rox,rox-01,Rox 01 2025 A/T / Family 7 seats,3650000.0,crossover/suv,Electric,91250,36500,1500,True,470,190,5.5,,automatic_traditional,95,4,70,740,5295,1980,1869,,3010,,china,china,2025,7,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,102124,547500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,56.0,
516,rox,rox-01,Rox 01 2025 A/T / Aviation 6 seats,3735000.0,crossover/suv,Electric,93375,37350,1500,True,470,190,5.5,,automatic_traditional,95,4,70,740,5295,1980,1869,,3010,,china,china,2025,6,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,104502,560250,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,56.0,
517,seat,Ateca,Seat Ateca 2026 A/T / Style Plus,1709000.0,crossover/suv,Internal_Combustion_Engine,42725,17090,1400,True,150,198,8.6,8,automatic_traditional,95,4,50,250,4363,1841,1601,188,2640,510,spain,spain,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,47816,256350,5.5,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
518,seat,Ateca,Seat Ateca 2025 A/T / FR,1849000.0,crossover/suv,Internal_Combustion_Engine,46225,18490,1400,True,150,198,8.6,8,automatic_traditional,95,4,50,250,4363,1841,1601,188,2640,510,spain,spain,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,51733,277350,5.5,True,True,,True,True,True,True,True,True,True,,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
519,seat,arona,Seat Arona 2025 A/T / FR / Black,1289000.0,crossover/suv,Internal_Combustion_Engine,32225,3223,1000,True,115,190,10.0,7,automatic_dsg,92,,,200,4154,1780,1537,,,,spain,spain,2025,,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,36065,193350,5.3,True,,,True,,True,True,True,,,True,,True,,,,True,,,,,,True,,,True,,True,True,True,,,
520,seat,arona,Seat Arona 2026 A/T / FR / Black,1289000.0,crossover/suv,Internal_Combustion_Engine,32225,3223,1000,True,115,190,10.0,7,automatic_dsg,92,,,200,4154,1780,1537,,,,spain,spain,2026,,front traction,True,True,True,True,,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,,100000.0,5.0,36065,193350,5.3,True,,,True,,True,True,,,,True,,,,,,True,,,,,,,,,,,,True,True,,,
521,seat,ibiza,Seat Ibiza 2026 A/T / Reference,999000.0,hatchback,Internal_Combustion_Engine,24975,2498,1000,True,115,195,9.5,7,automatic_dsg,95,3,40,200,4059,1780,1447,,2564,355,spain,spain,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,,,,True,True,True,True,True,True,,True,100000.0,5.0,27951,149850,5.2,,,,,,True,,,,,True,,,True,,,,,,,,,,,,,,True,True,True,,,
522,seat,ibiza,Seat Ibiza 2026 A/T / FR,1199000.0,hatchback,Internal_Combustion_Engine,29975,2998,1000,True,115,195,9.5,7,automatic_dsg,95,3,40,200,4059,1780,1447,,2564,355,spain,spain,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,33547,179850,5.2,,,,True,True,True,True,,,,True,,True,True,,True,True,,,,,,,,,,,True,True,,,,
523,seat,ibiza,Seat Ibiza 2026 A/T / Black Series,1259000.0,hatchback,Internal_Combustion_Engine,31475,3148,1000,True,115,195,9.5,7,automatic_dsg,95,3,40,200,4059,1780,1447,,2564,355,spain,spain,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,35226,188850,5.2,,,,True,True,True,True,,,,True,,True,True,,True,True,,,,,,,,,,,True,True,,,,
524,seat,leon,Seat Leon 2026 A/T / Advance,1474000.0,hatchback,Internal_Combustion_Engine,36850,14740,1400,True,150,210,8.8,8,automatic_traditional,92,4,45,250,4368,1800,1456,,2686,380,spain,spain,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,41241,221100,6.5,True,True,,True,True,True,True,True,True,True,True,,True,True,True,True,True,,,,,,,,,,,True,True,True,,,
525,skoda,Karoq,Skoda Karoq 2025 A/T / Luxury,2100000.0,crossover/suv,Internal_Combustion_Engine,52500,21000,1400,True,150,201,9.2,8,automatic_traditional,95,4,50,250,4390,2025,1603,,2638,521,czech,slovakia,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,58756,315000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,
526,skoda,Karoq,Skoda Karoq 2026 A/T / Suite,2150000.0,crossover/suv,Internal_Combustion_Engine,53750,21500,1400,True,150,201,9.2,8,automatic_traditional,95,4,50,250,4390,2025,1603,,2638,521,czech,slovakia,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,60155,322500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,,
527,skoda,Octavia-A8,Skoda Octavia A8 2025 A/T / Loft,1700000.0,sedan,Internal_Combustion_Engine,42500,17000,1400,True,150,223,8.7,8,automatic_traditional,95,4,45,250,4689,1829,1470,143,2686,600,czech,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,47565,255000,5.5,,,,True,,True,,,,True,,,True,True,,,,,,,,,,,,,,True,True,True,,,
528,skoda,Octavia-A8,Skoda Octavia A8 2026 A/T / Loft,1750000.0,sedan,Internal_Combustion_Engine,43750,17500,1400,True,150,223,8.7,8,automatic_traditional,95,4,45,250,4689,1829,1470,143,2686,600,czech,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,48964,262500,5.5,,,,True,,True,,,,True,,,True,True,,,,,,,,,,,,,,True,True,True,,,
529,skoda,Octavia-A8,Skoda Octavia A8 2025 A/T / Lounge,1900000.0,sedan,Internal_Combustion_Engine,47500,19000,1400,True,150,223,8.7,8,automatic_traditional,95,4,45,250,4689,1829,1470,143,2686,600,czech,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,53160,285000,5.5,,,,True,,True,,,,True,,,True,True,,,,,,,,,,,,,,True,True,True,,,
530,skoda,Octavia-A8,Skoda Octavia A8 2026 A/T / Lounge,1950000.0,sedan,Internal_Combustion_Engine,48750,19500,1400,True,150,223,8.7,8,automatic_traditional,95,4,45,250,4689,1829,1470,143,2686,600,czech,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,54559,292500,5.5,,,,True,,True,,,,True,,,True,True,,,,,,,,,,,,,,True,True,True,,,
531,skoda,Octavia-A8,Skoda Octavia A8 2025 A/T / Suite,2050000.0,sedan,Internal_Combustion_Engine,51250,20500,1400,True,150,223,8.7,8,automatic_traditional,95,4,45,250,4689,1829,1470,143,2686,600,czech,czech,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,57357,307500,5.5,,,,True,,True,,,,True,,,True,True,,,,,,,,,,,,,,True,True,True,,,
532,skoda,Octavia-A8,Skoda Octavia A8 2026 A/T / Suite,2100000.0,sedan,Internal_Combustion_Engine,52500,21000,1400,True,150,223,8.7,8,automatic_traditional,95,4,45,250,4689,1829,1470,143,2686,600,czech,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,5.0,58756,315000,5.5,,,,True,,True,,,,True,,,True,True,,,,,,,,,,,,,,True,True,True,,,
533,skoda,kodiaq,Skoda Kodiaq 2025 A/T / Loft,2500000.0,crossover/suv,Internal_Combustion_Engine,62500,25000,1400,True,150,202,9.7,7,automatic_dsg,95,4,,250,,,,,,,czech,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,69948,375000,6.9,True,True,,True,,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
534,skoda,kodiaq,Skoda Kodiaq 2026 A/T / Loft,2550000.0,crossover/suv,Internal_Combustion_Engine,63750,25500,1400,True,150,202,9.7,7,automatic_dsg,95,4,,250,,,,,,,czech,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,71347,382500,6.9,True,True,,True,,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
535,skoda,kodiaq,Skoda Kodiaq 2025 A/T / Lounge,2700000.0,crossover/suv,Internal_Combustion_Engine,67500,27000,1400,True,150,199,9.9,6,automatic_dsg,95,4,,250,,,,,,,czech,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,75544,405000,6.9,True,True,,True,,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
536,skoda,kodiaq,Skoda Kodiaq 2025 A/T / Suite,2900000.0,crossover/suv,Internal_Combustion_Engine,72500,29000,1400,True,150,202,9.7,7,automatic_dsg,95,4,,250,,,,,,,czech,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,81140,435000,6.9,True,True,,True,,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
537,skoda,kodiaq,Skoda Kodiaq 2026 A/T / Suite,2950000.0,crossover/suv,Internal_Combustion_Engine,73750,29500,1400,True,150,202,9.7,7,automatic_dsg,95,4,,250,,,,,,,czech,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,82539,442500,6.9,True,True,,True,,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
538,skoda,kodiaq,Skoda Kodiaq 2025 A/T / Sportline,3200000.0,crossover/suv,Internal_Combustion_Engine,80000,32000,1400,True,150,202,9.7,7,automatic_dsg,95,4,,250,,,,,,,czech,,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,89533,480000,6.9,True,True,,True,,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
539,skoda,kodiaq,Skoda Kodiaq 2026 A/T / Sportline,3250000.0,crossover/suv,Internal_Combustion_Engine,81250,32500,1400,True,150,202,9.7,7,automatic_dsg,95,4,,250,,,,,,,czech,czech,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,90932,487500,6.9,True,True,,True,,True,True,True,,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,,
540,skoda,superb,Skoda Superb 2026 A/T / Selection,2550000.0,sedan,Internal_Combustion_Engine,63750,38250,2000,True,190,244,7.8,7,automatic_dsg,95,4,66,320,4912,2090,1481,,2841,645,czech,slovakia,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,71347,382500,,True,,,True,True,True,True,True,True,True,,,True,True,,True,True,,,,True,True,True,,,True,,True,True,True,,,
541,skoda,superb,Skoda Superb 2026 A/T / L&K,2900000.0,sedan,Internal_Combustion_Engine,72500,43500,2000,True,190,244,7.8,7,automatic_dsg,95,4,66,320,4912,2090,1481,,2841,645,czech,slovakia,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,100000.0,5.0,81140,435000,,True,,,True,True,True,True,True,True,True,,,True,True,,True,True,,,,True,True,True,,,True,,True,True,True,,,
542,smart,smart-1,Smart 1 2025 A/T / Pure+,1890000.0,crossover/suv,Electric,47250,4725,,False,272,180,6.7,,automatic_traditional,,,,343,4270,1822,1636,,2750,323,germany,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,52881,283500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,66.0,584
543,smart,smart-1,Smart 1 2025 A/T / Pro+,2140000.0,crossover/suv,Electric,53500,5350,,False,272,180,6.7,,automatic_traditional,,,,343,4270,1822,1636,,2750,323,germany,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,59875,321000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,66.0,584
544,smart,smart-1,Smart 1 2025 A/T / Premium,2290000.0,crossover/suv,Electric,57250,5725,,False,272,180,7.6,,automatic_traditional,,,,384,4270,1822,1636,,2750,313,germany,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,64072,343500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,66.0,595
545,smart,smart-1,Smart 1 2025 A/T / BRABUS,2440000.0,crossover/suv,Electric,61000,6100,,False,428,180,3.9,,automatic_traditional,,,,584,4300,1822,1636,,2750,313,germany,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,68269,366000,,True,True,,True,True,True,True,True,True,True,True,True,True,True,,True,True,,,,,,,,,,,True,True,True,,66.0,439
546,smart,smart-3,Smart 3 2025 A/T / Pro+,2290000.0,crossover/suv,Electric,57250,5725,,False,272,180,5.8,,automatic_traditional,,,,343,4400,1844,1556,,2785,370,germany,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,64072,343500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,66.0,597
547,smart,smart-3,Smart 3 2025 A/T / Premium,2490000.0,crossover/suv,Electric,62250,6225,,False,272,180,5.8,,automatic_traditional,,,,343,4400,1844,1556,,2785,370,germany,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,69668,373500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,66.0,615
548,smart,smart-3,Smart 3 2025 A/T / BRABUS,2690000.0,crossover/suv,Electric,67250,6725,,False,428,180,3.7,,automatic_traditional,,,,543,4400,1844,1556,,2785,370,germany,china,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,75264,403500,,True,True,,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,,,,,,,True,True,True,,66.0,551
549,suzuki,swift,Suzuki Swift 2025 A/T / GLX,849900.0,hatchback,Internal_Combustion_Engine,21248,8499,1200,False,81,165,,,automatic_cvt,95,3,37,111,3860,1735,1520,145,2450,,japan,india,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,23779,127485,3.8,True,,,True,,True,True,True,,True,True,,True,True,True,,True,,,,,,,,,,,True,True,True,,,
550,suzuki,swift-dzire,Suzuki Swift Dzire 2025 A/T / GLX,829900.0,sedan,Internal_Combustion_Engine,20748,8299,1200,False,80,165,,,automatic_cvt,92,3,,111,3995,1735,1525,,2450,,japan,india,2025,4,front traction,True,True,True,True,True,True,True,True,True,True,True,,True,True,True,True,True,True,True,True,True,100000.0,3.0,23220,124485,,True,,,True,,True,True,,,,,,True,,,,,,,,True,True,,,,True,,True,True,True,,,
551,toyota,Urban-Cruiser,Toyota Urban Cruiser 2025 A/T / Active,1390000.0,crossover/suv,Internal_Combustion_Engine,34750,13900,1500,False,103,,,4,automatic_traditional,92,4,45,138,4365,1795,1645,210,2600,353,japan,india,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,,True,150000.0,5.0,38891,208500,,,,,,,True,True,,,,,,,True,,,,,,,,,,,,,,True,True,True,,,
552,toyota,Urban-Cruiser,Toyota Urban Cruiser 2025 A/T / Comfort,1490000.0,crossover/suv,Internal_Combustion_Engine,37250,14900,1500,False,103,,,4,automatic_traditional,92,4,45,138,4365,1795,1645,210,2600,353,japan,india,2025,5,front traction,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,True,150000.0,5.0,41689,223500,,,,,,,True,True,,,,,,,True,,True,,,,,,,,,,,,True,True,True,,,
553,toyota,corolla,Toyota Corolla 2026 Automatic / Active,1300000.0,sedan,Internal_Combustion_Engine,32500,13000,1600,False,120,189,12.0,,automatic_cvt,92,4,50,154,4630,1780,1435,164,2700,470,japan,turkey,2026,5,front traction,True,True,True,True,,True,True,True,True,True,,,,True,True,True,True,True,,,True,150000.0,5.0,36373,195000,6.8,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,,,,
554,toyota,corolla,Toyota Corolla 2026 AT / Comfort,1400000.0,sedan,Internal_Combustion_Engine,35000,14000,1600,False,120,189,12.0,,automatic_cvt,92,4,50,154,4630,1780,1435,164,2700,470,japan,turkey,2026,5,front traction,True,True,True,True,True,True,True,True,True,True,,,True,True,True,True,True,True,True,True,True,150000.0,5.0,39171,210000,6.8,,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,True,,,,
